leaf_id	common_name	Phylum	Class	Order	Family	Genus	Family_AKA	Sequencing-approach	num_seqs	sum_contig_len	min_contig_len	avg_contig_len	max_contig_len	num_prot_seqs	GC	Source	Source-Detail
ERX556075.42.dc.fltr.fna	ERX556075.42.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	3	141613	34510	47204.3	71176	216	33.29	Marine	Marine
GVMAG-M-3300027906-13.fltr.fna	GVMAG-M-3300027906-13	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	8	212476	10119	26559.5	41236	283	34.67	Marine	Marine
ERX556037.11.dc.fltr.fna	ERX556037.11.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	122933	13758	24586.6	42761	165	33.53	Marine	Marine
GVMAG-S-1074264-73.fltr.fna	GVMAG-S-1074264-73	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	6	172535	15320	28755.8	43711	240	33.52	Marine	Marine
GVMAG-M-3300022925-12.fltr.fna	GVMAG-M-3300022925-12	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	190175	15100	38035	75025	248	34.09	Marine	Marine
ERX552283.12.dc.fltr.fna	ERX552283.12.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	8	119588	10807	14948.5	20378	175	31.97	Marine	Marine
GVMAG-S-403982-53.fltr.fna	GVMAG-S-403982-53	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	7	123063	12672	17580.4	22415	174	33.37	Marine	Marine
ERX552333.20.dc.fltr.fna	ERX552333.20.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	148709	14307	29741.8	81121	211	32.56	Marine	Marine
ERX552357.22.dc.fltr.fna	ERX552357.22.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	4	110228	12885	27557	41630	160	33.24	Marine	Marine
ERX555987.30.dc.fltr.fna	ERX555987.30.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	6	132851	10157	22141.8	28651	197	33.96	Marine	Marine
KSW-cf.coassembly.k141.3652258.fa																	
KSW-vf.coassembly.k141.293118.fa																	
KSW-cf.coassembly.k141.3517166.fa																	
KSW-cf.coassembly.k141.1155695.fa																	
KSW-C0.2.C.NODE.3810.length.10519.cov.30.345757.fa																	
KSW-cf.coassembly.k141.2326457.fa																	
KSW-cf.coassembly.k141.1727214.fa																	
SRX514547.24.dc.fltr.fna	SRX514547.24.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	107796	10653	21559.2	31726	169	46.93	Marine	Marine
KSW-cf.coassembly.k141.1598199.fa																	
KSW-cf.coassembly.k141.323482.fa																	
KSW-vf.coassembly.k141.7357.fa																	
KSW-cf.coassembly.k141.3807610.fa																	
KSW-cf.coassembly.k141.1823851.fa																	
KSW-cf.coassembly.k141.685881.fa																	
KSW-C0.2.C.NODE.899.length.28158.cov.40.714479.fa																	
GVMAG-S-1074330-31.fltr.fna	GVMAG-S-1074330-31	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	10	215514	10433	21551.4	42472	311	44.46	Marine	Marine
KSW-megahit.k141.979165.fa																	
KSW-vf.coassembly.k141.905659.fa																	
GVMAG-S-ERX556003-78.fltr.fna	GVMAG-S-ERX556003-78	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	203005	12557	40601	68711	272	40.23	Marine	Marine
GCA.000906035.1.ViralProj195482.fltr.fna	Micromonas pusilla virus 12T strain=12T	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	isolate	1	205622	205622	205622	205622	265	39.78	Marine	Atlantic: Southern North Sea
KSW-cf.coassembly.k141.3676409.fa																	
KSW-C63.1.C.NODE.1226.length.25970.cov.9.402508.fa																	
KSW-cf.coassembly.k141.675188.fa																	
KSW-cf.coassembly.k141.2160791.fa																	
KSW-cf.coassembly.k141.2238033.fa																	
KSW-cf.coassembly.k141.854730.fa																	
KSW-cf.coassembly.k141.2979873.fa																	
KSW-C63.2.V.NODE.163.length.11149.cov.4.967820.fa																	
KSW-vf.coassembly.k141.1006535.fa																	
KSW-cf.coassembly.k141.2890178.fa																	
KSW-T63.1.V.NODE.305.length.11687.cov.9.782669.fa																	
ERX556034.40.dc.fltr.fna	ERX556034.40.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	147515	10617	29503	58480	188	38.68	Marine	Marine
GCA.011604425.1.ASM1160442v1.fltr.fna	Dishui Lake phycodnavirus 3 	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	1	194169	194169	194169	194169	239	46.5	Freshwater	Lake water
GVMAG-M-3300020178-15.fltr.fna	GVMAG-M-3300020178-15	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	9	221325	11175	24591.7	38339	300	43.75	Marine	Marine
KSW-cf.coassembly.k141.734224.fa																	
KSW-C-S2C1152.fa																	
KSW-cf.coassembly.k141.141179.fa																	
KSW-cf.coassembly.k141.474472.fa																	
KSW-cf.coassembly.k141.3156180.fa																	
KSW-cf.coassembly.k141.1573867.fa																	
GVMAG-M-3300023087-9.fltr.fna	GVMAG-M-3300023087-9	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	7	145316	12375	20759.4	36058	232	39.94	Marine	Marine
ERX556040.51.dc.fltr.fna	ERX556040.51.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	6	106163	12846	17693.8	21954	150	40.33	Marine	Marine
KSW-cf.coassembly.k141.622933.fa																	
GVMAG-S-1092447-28.fltr.fna	GVMAG-S-1092447-28	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	144538	14546	28907.6	42179	214	39.33	Hypersaline_lake_water	Non-marine Saline and Alkaline
KSW-cf.coassembly.k141.2744956.fa																	
KSW-C0.2.C.NODE.1229.length.23135.cov.12.795711.fa																	
KSW-cf.coassembly.k141.2282111.fa																	
GVMAG-M-3300020178-21.fltr.fna	GVMAG-M-3300020178-21	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	4	120990	11124	30247.5	56815	183	40.85	Marine	Marine
KSW-cf.coassembly.k141.2021443.fa																	
KSW-cf.coassembly.k141.3916912.fa																	
KSW-megahit.k141.154524.fa																	
KSW-cf.coassembly.k141.390303.fa																	
KSW-T0.1.C.NODE.2338.length.17854.cov.7.038766.fa																	
KSW-C63.2.V.NODE.76.length.16009.cov.7.100852.fa																	
KSW-cf.coassembly.k141.2576732.fa																	
KSW-V-S8C19873.fa																	
KSW-T63.1.V.NODE.129.length.17878.cov.10.530943.fa																	
KSW-C63.1.C.NODE.2458.length.16861.cov.5.095859.fa																	
KSW-cf.coassembly.k141.3101010.fa																	
ERX555907.107.dc.fltr.fna	ERX555907.107.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	6	154620	14852	25770	51143	228	36.62	Marine	Marine
KSW-cf.coassembly.k141.1729653.fa																	
KSW-C63.2.V.NODE.59.length.17844.cov.4.418517.fa																	
GVMAG-S-1037362-78.fltr.fna	GVMAG-S-1037362-78	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	7	97572	10274	13938.9	21194	130	40.87	Marine	Marine
GVMAG-M-3300027206-1.fltr.fna	GVMAG-M-3300027206-1	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	4	206026	17980	51506.5	83788	288	39.63	Marine	Marine
KSW-T0.2.C.NODE.2988.length.16208.cov.18.176314.fa																	
KSW-C63.2.V.NODE.90.length.14539.cov.8.543772.fa																	
GCA.003051685.1.ASM305168v1.fltr.fna	Ostreococcus tauri virus RT-2011 OtV6	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	isolate	1	189567	189567	189567	189567	270	42.24	Marine	seawater
KSW-cf.coassembly.k141.3395481.fa																	
KSW-C0.2.C.NODE.2924.length.12861.cov.25.198345.fa																	
KSW-cf.coassembly.k141.2559917.fa																	
KSW-cf.coassembly.k141.1328475.fa																	
ERX633348.16.dc.fltr.fna	ERX633348.16.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	6	136811	10471	22801.8	39394	211	40.15	Marine	Marine
KSW-cf.coassembly.k141.828721.fa																	
KSW-vf.coassembly.k141.315834.fa																	
GCA.003225975.1.ASM322597v1.fltr.fna	Ostreococcus lucimarinus virus OlV4 strain=OlV4	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	isolate	1	216925	216925	216925	216925	333	39.48	Marine	seawater
KSW-C0.2.C.NODE.2628.length.13871.cov.25.599378.fa																	
KSW-cf.coassembly.k141.2002984.fa																	
KSW-cf.coassembly.k141.3171503.fa																	
KSW-megahit.k141.21817.fa																	
KSW-cf.coassembly.k141.3114644.fa																	
KSW-cf.coassembly.k141.1889191.fa																	
KSW-vf.coassembly.k141.383345.fa																	
KSW-cf.coassembly.k141.798130.fa																	
GCA.001399265.1.ViralProj298990.fltr.fna	Ostreococcus mediterraneus virus 1 OmV1	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	isolate	1	193301	193301	193301	193301	262	44.62	Marine	seawater
GVMAG-S-ERX556005-85.fltr.fna	GVMAG-S-ERX556005-85	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	6	191712	10524	31952	84170	269	41.03	Marine	Marine
GCA.001399285.1.ViralProj298920.fltr.fna	Ostreococcus lucimarinus virus 2 Olv2	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	isolate	1	196300	196300	196300	196300	284	41.23	Marine	seawater
KSW-cf.coassembly.k141.1299522.fa																	
KSW-cf.coassembly.k141.3682182.fa																	
KSW-T0.1.C.NODE.2003.length.20141.cov.14.325202.fa																	
KSW-C0.2.C.NODE.721.length.32522.cov.17.929251.fa																	
KSW-cf.coassembly.k141.1399676.fa																	
KSW-cf.coassembly.k141.3792145.fa																	
KSW-cf.coassembly.k141.3520474.fa																	
KSW-cf.coassembly.k141.1948573.fa																	
KSW-cf.coassembly.k141.1218548.fa																	
KSW-cf.coassembly.k141.3198725.fa																	
KSW-cf.coassembly.k141.3929300.fa																	
GVMAG-M-3300025652-16.fltr.fna	GVMAG-M-3300025652-16	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	1	200376	200376	200376	200376	279	39.5	Marine	Marine
ERX556034.38.dc.fltr.fna	ERX556034.38.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	4	185474	35758	46368.5	68748	248	38.58	Marine	Marine
KSW-cf.coassembly.k141.3273793.fa																	
GVMAG-S-1102104-120.fltr.fna	GVMAG-S-1102104-120	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	7	144299	10016	20614.1	33452	211	39.14	Marine	Marine
GVMAG-S-3300000117-106.fltr.fna	GVMAG-S-3300000117-106	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	77736	12280	15547.2	24405	120	40.27	Marine	Marine
ERX552309.9.dc.fltr.fna	ERX552309.9.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	4	157748	17283	39437	68922	234	40.15	Marine	Marine
KSW-cf.coassembly.k141.2100159.fa																	
GCA.010974705.1.ASM1097470v1.fltr.fna	Micromonas pusilla virus PL1 strain=PL1	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	isolate	1	197060	197060	197060	197060	283	43.3	Marine	Coastal water
GVMAG-S-ERX556109-35.fltr.fna	GVMAG-S-ERX556109-35	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	89175	12162	17835	32070	132	40.29	Marine	Marine
GVMAG-M-3300009071-15.fltr.fna	GVMAG-M-3300009071-15	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	7	83879	10067	11982.7	16169	130	40.39	Marine	Marine
KSW-cf.coassembly.k141.3682399.fa																	
GVMAG-S-1102110-122.fltr.fna	GVMAG-S-1102110-122	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	7	129701	11943	18528.7	29159	175	36.81	Marine	Marine
KSW-megahit.k141.126772.fa																	
KSW-cf.coassembly.k141.2962924.fa																	
KSW-cf.coassembly.k141.3351320.fa																	
KSW-cf.coassembly.k141.2715129.fa																	
KSW-cf.coassembly.k141.2787503.fa																	
KSW-cf.coassembly.k141.2429217.fa																	
KSW-cf.coassembly.k141.1909682.fa																	
KSW-cf.coassembly.k141.3064250.fa																	
KSW-cf.coassembly.k141.3078079.fa																	
KSW-cf.coassembly.k141.844384.fa																	
ERX552336.20.dc.fltr.fna	ERX552336.20.dc	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	5	147036	12400	29407.2	56065	204	41.87	Marine	Marine
KSW-cf.coassembly.k141.3458995.fa																	
KSW-C63.2.V.NODE.123.length.12521.cov.8.024627.fa																	
KSW-cf.coassembly.k141.1113499.fa																	
KSW-T0.1.C.NODE.2800.length.15540.cov.13.235777.fa																	
GVMAG-S-1037371-165.fltr.fna	GVMAG-S-1037371-165	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	4	131583	10589	32895.8	66028	132	43.91	Marine	Marine
KSW-cf.coassembly.k141.1289030.fa																	
GVMAG-S-1037377-112.fltr.fna	GVMAG-S-1037377-112	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	cultivation-independent	7	143553	10562	20507.6	42981	209	44.06	Marine	Marine
KSW-cf.coassembly.k141.988012.fa																	
KSW-cf.coassembly.k141.3946151.fa																	
KSW-cf.coassembly.k141.526347.fa																	
KSW-cf.coassembly.k141.403561.fa																	
GCA.000890375.1.ViralProj61013.fltr.fna	Micromonas sp. RCC1109 virus MpV1 	Nucleocytoviricota	Megaviricetes	Algavirales	AG_01	g177	Prasinoviridae	isolate	1	184095	184095	184095	184095	264	40.85	Marine	seawater
KSW-cf.coassembly.k141.72869.fa																	
ERX633347.22.dc.fltr.fna	ERX633347.22.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	incertae_sedis	g206	-	cultivation-independent	16	502257	10147	31391.1	84142	499	32.29	Marine	Marine
KSW-cf.coassembly.k141.1015408.fa																	
KSW-cf.coassembly.k141.2731374.fa																	
GVMAG-S-1045060-49.fltr.fna	GVMAG-S-1045060-49	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g202	-	cultivation-independent	8	151980	10921	18997.5	39440	158	29.72	Freshwater	Freshwater
GVMAG-M-3300015360-128.fltr.fna	GVMAG-M-3300015360-128	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_02	g203	-	cultivation-independent	8	123559	10416	15444.9	24658	132	30.84	Freshwater	Freshwater
SRX310217.20.dc.fltr.fna	SRX310217.20.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_02	g204	-	cultivation-independent	30	546574	10482	18219.1	44435	689	39.82	Soil	soil
SRX310217.15.dc.fltr.fna	SRX310217.15.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_02	g205	-	cultivation-independent	15	932744	17907	62182.9	173789	958	40.21	Soil	soil
GVMAG-M-3300023174-68.fltr.fna	GVMAG-M-3300023174-68	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	4	224468	16429	56117	130824	208	27.13	Freshwater	Freshwater
SRX330942.33.dc.fltr.fna	SRX330942.33.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	6	322789	21959	53798.2	96611	323	39.22	Freshwater	Freshwater
GVMAG-M-3300013132-70.fltr.fna	GVMAG-M-3300013132-70	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	15	357517	10410	23834.5	59864	340	24.39	Freshwater	Freshwater
GVMAG-S-3300013132-246.fltr.fna	GVMAG-S-3300013132-246	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	12	190632	10886	15886	22919	196	31.36	Freshwater	Freshwater
GVMAG-M-3300017788-49.fltr.fna	GVMAG-M-3300017788-49	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	9	169921	10229	18880.1	31046	163	35.74	Freshwater	Freshwater
GVMAG-M-3300017788-3.fltr.fna	GVMAG-M-3300017788-3	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	12	249411	11373	20784.3	38977	260	33.49	Freshwater	Freshwater
GVMAG-M-3300021108-1.fltr.fna	GVMAG-M-3300021108-1	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	11	176379	10724	16034.5	27423	150	26.17	Freshwater	Freshwater
GVMAG-S-1035082-103.fltr.fna	GVMAG-S-1035082-103	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	10	276238	10409	27623.8	71945	271	26.71	Freshwater	Freshwater
GVMAG-M-3300027798-19.fltr.fna	GVMAG-M-3300027798-19	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	9	239173	10428	26574.8	88522	233	26.86	Freshwater	Freshwater
GVMAG-S-3300013132-149.fltr.fna	GVMAG-S-3300013132-149	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	13	336369	10095	25874.5	65125	342	27.69	Freshwater	Freshwater
GVMAG-S-1091796-13.fltr.fna	GVMAG-S-1091796-13	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	13	430256	10394	33096.6	131598	405	23.99	Marine	Marine
ERX682739.20.dc.fltr.fna	ERX682739.20.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_18	g200	-	cultivation-independent	12	379423	12552	31618.6	95173	377	23.02	Freshwater	Freshwater
KSW-cf.coassembly.k141.2576788.fa																	
GVMAG-S-1059906-5.fltr.fna	GVMAG-S-1059906-5	Nucleocytoviricota	Megaviricetes	Imitervirales	incertae_sedis	g208	-	cultivation-independent	38	717040	10092	18869.5	62334	699	24.96	Marine	Marine
ERX633345.33.dc.fltr.fna	ERX633345.33.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	incertae_sedis	g207	-	cultivation-independent	10	357731	10545	35773.1	86435	385	36.73	Marine	Marine
ERX552270.68.dc.fltr.fna	ERX552270.68.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	incertae_sedis	g247	-	cultivation-independent	25	462124	10734	18485	39333	433	28.17	Marine	Marine
GVMAG-M-3300020192-26.fltr.fna	GVMAG-M-3300020192-26	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	cultivation-independent	27	1604936	11489	59442.1	240523	1509	32.37	Freshwater	Freshwater
GVMAG-S-1014582-52.fltr.fna	GVMAG-S-1014582-52	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	cultivation-independent	1	577097	577097	577097	577097	487	24.9	Soil	Soil
GCA.003814185.1.ASM381418v1.fltr.fna	Satyrvirus sp. 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	cultivation-independent	33	797194	10714	24157.4	78380	766	30.44	Soil	forest soil 
GVMAG-S-3300009084-161.fltr.fna	GVMAG-S-3300009084-161	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	cultivation-independent	52	1147883	10408	22074.7	83143	1107	28.38	Freshwater	Freshwater
GCA.002966485.1.ASM296648v1.fltr.fna	Tupanvirus soda lake soda lake	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	isolate	1	1439508	1439508	1439508	1439508	1273	29.37	Freshwater	lake water
GCA.002966375.1.ASM296637v1.fltr.fna	Acanthamoeba polyphaga mimivirus strain=Kroon	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	isolate	1	1221932	1221932	1221932	1221932	1007	27.56	Freshwater	water sample of an urban lake
GCA.002966385.1.ASM296638v1.fltr.fna	Acanthamoeba polyphaga mimivirus strain=Oyster	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	isolate	1	1200220	1200220	1200220	1200220	1010	27.98	Marine	Atlantic coast
GCA.000904035.1.ViralProj186430.fltr.fna	Acanthamoeba polyphaga moumouvirus strain=M10A	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	isolate	1	1021348	1021348	1021348	1021348	1030	24.65	Waste	water from a cooling tower
GCA.004156295.1.ASM415629v1.fltr.fna	Moumouvirus australiensis 10A	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	isolate	1	1098002	1098002	1098002	1098002	991	25.09	Freshwater	pond
GCA.002966435.1.ASM296643v1.fltr.fna	Moumouvirus goulette 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	isolate	1	1016844	1016844	1016844	1016844	988	24.72	Freshwater	amoeba
GCA.004151645.1.ASM415164v1.fltr.fna	Mimivirus sp. SH 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	isolate	6	1168249	37259	194708.2	603082	1028	25.06	Freshwater	fresh pond water
GCA.000893915.1.ViralProj74349.fltr.fna	Megavirus chiliensis 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	isolate	1	1259197	1259197	1259197	1259197	1146	25.23	Marine	seawater
GCA.002924545.1.ASM292454v1.fltr.fna	Powai lake megavirus 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g246	Mimiviridae	isolate	1	1208707	1208707	1208707	1208707	1107	25.3	Freshwater	Lake water
GVMAG-M-3300022916-4.fltr.fna	GVMAG-M-3300022916-4	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g229	Mimiviridae	cultivation-independent	25	704616	10638	28184.6	99901	600	30.01	Marine	Marine
SRX327520.21.dc.fltr.fna	SRX327520.21.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g245	Mimiviridae	cultivation-independent	30	575473	10013	19182.4	46814	528	22.81	Waste	hydrocarbon metagenome
KSW-cf.coassembly.k141.730490.fa																	
GCA.002966255.1.ASM296625v1.fltr.fna	Hokovirus HKV1 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g228	Mimiviridae	cultivation-independent	5	1326229	29857	265245.8	450695	1051	21.42	Waste	municipal wastewater
KSW-cf.coassembly.k141.3761297.fa																	
GVMAG-M-3300020187-22.fltr.fna	GVMAG-M-3300020187-22	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g244	Mimiviridae	cultivation-independent	21	382259	10029	18202.8	27519	407	18.89	Marine	Marine
GVMAG-M-3300010334-28.fltr.fna	GVMAG-M-3300010334-28	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g243	Mimiviridae	cultivation-independent	33	464181	10273	14066.1	24905	451	19.9	Freshwater	Freshwater
ERX552300.8.dc.fltr.fna	ERX552300.8.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g230	Mimiviridae	cultivation-independent	15	890283	11937	59352.2	150720	836	23.28	Marine	Marine
GVMAG-S-1004661-13.fltr.fna	GVMAG-S-1004661-13	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g231	Mimiviridae	cultivation-independent	12	417529	11841	34794.1	102278	383	25.4	Marine	Marine
Mimivirus.LCMiAC01.fltr.fna	Mimivirus.LCMiAC01	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g232	Mimiviridae	cultivation-independent	17	663654	10321	39038.5	85120	606	28.16	Marine	deep sea sediments near hydrothermal vent
Mimivirus.LCMiAC02.fltr.fna	Mimivirus.LCMiAC02	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g232	Mimiviridae	cultivation-independent	18	616551	10116	34252.8	131456	566	25.04	Marine	deep sea sediments near hydrothermal vent
SRX696246.4.dc.fltr.fna	SRX696246.4.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g233	Mimiviridae	cultivation-independent	25	1406447	13270	56257.9	263743	1338	28.94	Marine	beach sand
GCA.002966275.1.ASM296627v1.fltr.fna	Klosneuvirus KNV1 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g233	Mimiviridae	cultivation-independent	11	1526595	11348	138781.4	451653	1512	28.68	Waste	wastewater treatment plant
GCA.002966215.1.ASM296621v1.fltr.fna	Indivirus ILV1 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g233	Mimiviridae	cultivation-independent	13	828734	14149	63748.8	267262	734	26.57	Freshwater	freshwater
SRX327520.331.dc.fltr.fna	SRX327520.331.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g242	Mimiviridae	cultivation-independent	15	456320	11454	30421.3	66029	447	27.57	Waste	hydrocarbon metagenome
GVMAG-M-3300009169-13.fltr.fna	GVMAG-M-3300009169-13	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g242	Mimiviridae	cultivation-independent	19	256323	10096	13490.7	19761	251	26.71	Freshwater	Freshwater
GVMAG-M-3300009436-15.fltr.fna	GVMAG-M-3300009436-15	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g240	Mimiviridae	cultivation-independent	22	593034	10561	26956.1	77195	627	26.65	Marine	Marine
GCA.002966235.1.ASM296623v1.fltr.fna	Catovirus CTV1 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g241	Mimiviridae	cultivation-independent	2	1532259	379946	766129.5	1152313	1448	26.4	Waste	wastewater bioreactor
GCA.003814065.1.ASM381406v1.fltr.fna	Edafosvirus sp. 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g238	Mimiviridae	cultivation-independent	32	1051817	10081	32869.3	142812	1040	27.69	Soil	Soil
GCA.003814265.1.ASM381426v1.fltr.fna	Terrestrivirus sp. 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g239	Mimiviridae	cultivation-independent	13	1762364	16698	135566.5	332308	1604	28.8	Soil	forest soil 
GCA.003814165.1.ASM381416v1.fltr.fna	Hyperionvirus sp. 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g239	Mimiviridae	cultivation-independent	40	2233972	11403	55849.3	194071	2179	37.42	Soil	soil
GCA.003814125.1.ASM381412v1.fltr.fna	Harvfovirus sp. 	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_16	g239	Mimiviridae	cultivation-independent	48	1244392	10424	25924.8	96144	1226	35.89	Soil	forest soil 
